Date	Total_outages	Equipment	Trees	Animals	Lightning	Day_length_hr	Max_temp_F	Avg_Temp_F	Min_temp_F	Max_humidity_percent	Avg_humidity_percent	Min_humidity_percent	Max_visibility_mi	Avg_visibility_mi	Min_visibility_mi	Max_windspeed_mph	Avg_windspeed_mph	Max_windgust_mph	Precipitation_in	Events	Event_fog	Event_rain	Event_snow	Event_thunderstorm	Event_Hail	Event_Tornado
10/12/02	0	0	0	0	0	11.05000	61	50	39	93	73	44	10	10	10	14	6	9	0		0	0	0	0	0	0
10/13/02	1	1	0	0	0	11.00000	61	48	37	100	90	46	10	5	0	14	4	9	0	Fog	1	0	0	0	0	0
10/14/02	1	1	0	0	0	10.93333	64	53	43	93	72	48	10	10	10	16	10	9	0		0	0	0	0	0	0
10/15/02	1	1	0	0	0	10.88333	66	56	46	93	71	48	10	10	9	15	10	9	0		0	0	0	0	0	0
10/16/02	0	0	0	0	0	10.83333	70	60	50	89	71	47	10	10	10	14	10	9	0		0	0	0	0	0	0
10/17/02	1	1	0	0	0	10.76667	66	54	43	100	79	48	10	9	3	6	2	9	0	Fog	1	0	0	0	0	0
10/18/02	0	0	0	0	0	10.71667	53	50	46	100	92	77	10	5	0	13	8	9	0	Fog	1	0	0	0	0	0
10/19/02	0	0	0	0	0	10.66667	59	54	51	100	90	77	10	6	0	7	2	9	0.03	Fog-Rain	1	1	0	0	0	0
10/20/02	0	0	0	0	0	10.60000	57	54	51	100	97	89	10	3	0	6	1	9	0.01	Fog	1	0	0	0	0	0
10/21/02	1	1	0	0	0	10.55000	57	55	53	96	89	77	10	6	2	10	7	9	0		0	0	0	0	0	0
10/22/02	0	0	0	0	0	10.50000	60	55	51	92	84	72	10	10	9	12	8	9	0		0	0	0	0	0	0
10/23/02	0	0	0	0	0	10.45000	55	48	42	100	93	67	10	5	0	14	6	9	0.01	Fog	1	0	0	0	0	0
10/24/02	0	0	0	0	0	10.38333	50	44	37	100	96	83	10	3	0	6	2	9	0	Fog	1	0	0	0	0	0
10/25/02	0	0	0	0	0	10.33333	48	45	42	100	91	80	6	4	1	7	3	9	0		0	0	0	0	0	0
10/26/02	1	1	0	0	0	10.28333	46	44	39	96	89	77	6	3	1	8	4	9	0		0	0	0	0	0	0
10/27/02	1	1	0	0	0	10.23333	50	44	39	93	87	76	10	9	5	13	5	9	0	Rain	0	1	0	0	0	0
10/28/02	0	0	0	0	0	10.18333	53	48	44	96	87	61	10	10	7	9	3	9	0	Rain	0	1	0	0	0	0
10/29/02	0	0	0	0	0	10.13333	51	46	39	93	64	35	10	10	6	14	8	9	0.06	Rain	0	1	0	0	0	0
10/30/02	0	0	0	0	0	10.06667	50	42	34	59	32	23	10	10	10	15	10	17	0		0	0	0	0	0	0
10/31/02	0	0	0	0	0	10.01667	54	46	37	41	25	15	10	10	10	16	10	9	0		0	0	0	0	0	0
11/1/02	0	0	0	0	0	9.96667	55	44	33	68	38	24	10	10	10	9	7	9	0		0	0	0	0	0	0
11/2/02	0	0	0	0	0	9.91667	54	42	31	87	62	35	10	10	10	6	3	9	0		0	0	0	0	0	0
11/3/02	1	1	0	0	0	9.86667	51	40	30	79	60	43	10	10	10	7	4	9	0		0	0	0	0	0	0
11/4/02	1	1	0	0	0	9.81667	51	40	30	94	76	52	10	9	6	8	3	9	0		0	0	0	0	0	0
11/5/02	1	0	0	1	0	9.76667	59	52	46	86	69	51	10	10	10	8	3	9	0		0	0	0	0	0	0
11/6/02	4	2	2	0	0	9.71667	52	49	46	100	89	59	10	8	4	14	6	26	0.6	Rain	0	1	0	0	0	0
11/7/02	0	0	0	0	0	9.66667	57	52	48	97	83	59	10	10	6	17	7	24	0.29	Rain	0	1	0	0	0	0
11/8/02	2	2	0	0	0	9.61667	53	50	48	97	85	71	10	10	9	17	10	22	0.17	Rain	0	1	0	0	0	0
11/9/02	0	0	0	0	0	9.58333	54	49	44	100	86	62	10	9	3	14	10	9	0.47	Rain	0	1	0	0	0	0
11/10/02	1	0	0	1	0	9.53333	53	48	44	93	86	74	10	10	10	14	5	9	0.09	Rain	0	1	0	0	0	0
11/11/02	1	1	0	0	0	9.48333	55	50	46	97	83	69	10	10	5	10	7	25	0.11	Rain	0	1	0	0	0	0
11/12/02	2	0	1	0	1	9.43333	57	52	48	100	90	80	10	9	3	17	10	9	0.61	Rain-Thunderstorm	0	1	0	1	0	0
11/13/02	1	1	0	0	0	9.38333	55	50	46	96	86	72	10	10	9	14	9	20	0.17	Rain	0	1	0	0	0	0
11/14/02	0	0	0	0	0	9.35000	54	49	44	96	88	74	10	10	10	17	10	9	0.08		0	0	0	0	0	0
11/15/02	0	0	0	0	0	9.30000	51	46	41	97	85	66	10	10	10	9	3	39	0.01	Rain	0	1	0	0	0	0
11/16/02	1	0	1	0	0	9.26667	53	48	42	100	87	69	10	9	3	26	9	21	0.42	Rain	0	1	0	0	0	0
11/17/02	1	1	0	0	0	9.21667	53	48	44	93	85	69	10	10	7	16	10	23	0		0	0	0	0	0	0
11/18/02	0	0	0	0	0	9.18333	53	50	46	96	83	66	10	10	5	16	10	24	0.23	Rain	0	1	0	0	0	0
11/19/02	0	0	0	0	0	9.13333	55	53	51	100	95	89	10	9	4	20	13	9	0.24	Rain	0	1	0	0	0	0
11/20/02	1	0	0	1	0	9.10000	62	55	46	100	95	72	10	7	0	14	4	9	0.01	Fog	1	0	0	0	0	0
11/21/02	0	0	0	0	0	9.05000	57	52	46	100	97	81	10	4	0	9	2	9	0.01	Fog	1	0	0	0	0	0
11/22/02	0	0	0	0	0	9.01667	52	50	48	100	97	92	8	3	0	9	5	9	0	Fog	1	0	0	0	0	0
11/23/02	1	1	0	0	0	8.98333	50	47	44	100	91	83	10	8	6	12	6	9	0		0	0	0	0	0	0
11/24/02	0	0	0	0	0	8.95000	51	43	35	100	93	63	10	5	0	12	3	9	0	Fog	1	0	0	0	0	0
11/25/02	0	0	0	0	0	8.90000	46	38	30	100	89	68	10	7	1	10	5	9	0	Fog	1	0	0	0	0	0
11/26/02	0	0	0	0	0	8.86667	48	40	33	100	81	54	10	9	6	14	6	9	0		0	0	0	0	0	0
11/27/02	0	0	0	0	0	8.83333	50	42	33	100	89	71	10	9	2	6	2	9	0		0	0	0	0	0	0
11/28/02	0	0	0	0	0	8.80000	52	44	36	100	90	71	10	9	5	6	3	9	0	Fog	1	0	0	0	0	0
11/29/02	0	0	0	0	0	8.78333	46	40	35	100	100	93	6	2	0	6	2	9	0	Fog	1	0	0	0	0	0
11/30/02	0	0	0	0	0	8.75000	44	40	35	100	100	100	1	0	0	6	2	9	0	Fog	1	0	0	0	0	0
12/1/02	0	0	0	0	0	8.71667	48	42	36	100	92	71	10	6	0	10	6	9	0	Fog	1	0	0	0	0	0
12/2/02	0	0	0	0	0	8.68333	48	44	41	100	92	83	10	8	2	10	3	9	0		0	0	0	0	0	0
12/3/02	0	0	0	0	0	8.66667	44	40	35	100	92	60	10	4	0	12	6	9	0	Fog	1	0	0	0	0	0
12/4/02	0	0	0	0	0	8.63333	46	44	42	90	74	58	10	10	5	15	7	9	0.13	Rain	0	1	0	0	0	0
12/5/02	0	0	0	0	0	8.61667	52	44	36	97	84	63	10	10	8	9	5	9	0		0	0	0	0	0	0
12/6/02	0	0	0	0	0	8.60000	51	44	37	100	88	63	10	8	0	10	7	9	0	Fog	1	0	0	0	0	0
12/7/02	0	0	0	0	0	8.56667	41	38	35	100	99	93	3	1	0	6	2	9	0	Fog	1	0	0	0	0	0
12/8/02	0	0	0	0	0	8.55000	45	39	33	100	92	56	10	4	0	12	4	9	0	Fog	1	0	0	0	0	0
12/9/02	2	2	0	0	0	8.53333	46	40	35	100	82	53	10	8	0	14	6	33	0.07	Fog-Rain	1	1	0	0	0	0
12/10/02	3	1	2	0	0	8.51667	46	44	42	93	86	71	10	9	5	23	14	25	0.38	Rain	0	1	0	0	0	0
12/11/02	0	0	0	0	0	8.50000	52	47	42	100	94	86	10	7	2	20	10	24	0.54	Rain	0	1	0	0	0	0
12/12/02	0	0	0	0	0	8.48333	55	50	44	97	83	64	10	9	5	20	14	9	0.61	Rain	0	1	0	0	0	0
12/13/02	2	2	0	0	0	8.46667	52	48	44	97	85	74	10	10	7	15	9	26	0.19	Rain	0	1	0	0	0	0
12/14/02	0	0	0	0	0	8.46667	59	52	46	100	90	69	10	8	2	17	10	31	1.31	Rain	0	1	0	0	0	0
12/15/02	2	1	0	1	0	8.45000	52	48	44	96	79	56	10	10	4	20	11	28	0.29	Rain	0	1	0	0	0	0
12/16/02	3	0	3	0	0	8.45000	46	44	41	100	90	74	10	9	4	18	8	20	0.73	Rain	0	1	0	0	0	0
12/17/02	0	0	0	0	0	8.43333	42	40	39	100	94	85	10	9	6	16	8	26	0.35	Rain	0	1	0	0	0	0
12/18/02	0	0	0	0	0	8.43333	44	40	37	100	87	70	10	10	10	18	9	36	0.08	Rain	0	1	0	0	0	0
12/19/02	0	0	0	0	0	8.43333	48	44	39	82	54	42	10	10	10	29	12	18	0.03	Rain	0	1	0	0	0	0
12/20/02	0	0	0	0	0	8.41667	50	46	42	73	51	44	10	10	10	15	11	9	0		0	0	0	0	0	0
12/21/02	1	1	0	0	0	8.41667	44	42	39	87	77	67	10	10	10	13	8	9	0	Rain	0	1	0	0	0	0
12/22/02	0	0	0	0	0	8.41667	44	40	35	100	90	76	10	10	7	9	4	9	0		0	0	0	0	0	0
12/23/02	1	1	0	0	0	8.41667	46	38	30	100	73	47	10	9	3	14	5	9	0		0	0	0	0	0	0
12/24/02	1	0	0	1	0	8.43333	41	38	36	100	80	45	10	9	2	15	9	36	0.15	Rain	0	1	0	0	0	0
12/25/02	6	0	6	0	0	8.43333	51	46	41	100	71	48	10	10	6	23	15	9	0.21	Rain	0	1	0	0	0	0
12/26/02	0	0	0	0	0	8.43333	45	42	39	100	88	73	10	10	10	14	9	48	0	Rain	0	1	0	0	0	0
12/27/02	20	0	20	0	0	8.45000	52	44	37	100	85	61	10	9	4	32	14	9	0.19	Rain	0	1	0	0	0	0
12/28/02	1	0	1	0	0	8.45000	41	38	35	100	95	89	10	10	6	14	8	9	0.06	Rain	0	1	0	0	0	0
12/29/02	0	0	0	0	0	8.46667	42	38	35	100	91	68	10	8	5	13	6	9	0.16	Fog-Rain	1	1	0	0	0	0
12/30/02	1	0	1	0	0	8.48333	45	41	37	100	92	85	10	10	8	14	7	9	0.16	Rain	0	1	0	0	0	0
12/31/02	0	0	0	0	0	8.50000	46	42	39	100	91	73	10	9	6	10	6	9	0.09	Rain	0	1	0	0	0	0
1/1/03	2	2	0	0	0	8.51667	45	43	41	100	89	73	10	8	3	10	8	36	0.95	Rain	0	1	0	0	0	0
1/2/03	1	0	1	0	0	8.53333	55	50	46	97	84	69	10	9	3	24	11	31	0.78	Rain	0	1	0	0	0	0
1/3/03	1	0	1	0	0	8.55000	55	50	46	80	67	49	10	10	10	25	14	23	0.02	Rain	0	1	0	0	0	0
1/4/03	0	0	0	0	0	8.56667	53	50	46	100	87	66	10	9	3	18	13	9	0.57	Rain	0	1	0	0	0	0
1/5/03	0	0	0	0	0	8.58333	51	46	41	93	81	63	10	10	10	12	6	22	0		0	0	0	0	0	0
1/6/03	1	1	0	0	0	8.60000	57	46	34	100	81	40	10	9	6	17	4	9	0	Fog	1	0	0	0	0	0
1/7/03	1	0	0	1	0	8.63333	53	44	35	100	74	50	10	10	10	8	3	9	0	Fog	1	0	0	0	0	0
1/8/03	0	0	0	0	0	8.65000	50	44	37	100	88	66	10	9	2	17	10	24	0	Fog	1	0	0	0	0	0
1/9/03	0	0	0	0	0	8.68333	55	47	39	93	56	30	10	10	10	15	10	9	0		0	0	0	0	0	0
1/10/03	0	0	0	0	0	8.71667	52	44	37	53	38	28	10	10	10	13	8	9	0		0	0	0	0	0	0
1/11/03	0	0	0	0	0	8.73333	48	42	37	96	72	48	10	10	7	16	7	9	0.24	Rain	0	1	0	0	0	0
1/12/03	0	0	0	0	0	8.76667	48	45	42	100	98	93	10	6	0	10	5	9	0.44	Fog-Rain	1	1	0	0	0	0
1/13/03	0	0	0	0	0	8.80000	48	45	42	100	99	90	10	4	0	12	2	9	0.41	Fog-Rain	1	1	0	0	0	0
1/14/03	1	1	0	0	0	8.83333	50	44	36	100	93	69	10	10	7	12	6	9	0		0	0	0	0	0	0
1/15/03	1	1	0	0	0	8.86667	43	38	33	100	97	85	10	4	0	8	2	9	0	Fog	1	0	0	0	0	0
1/16/03	0	0	0	0	0	8.90000	46	42	37	100	89	66	10	6	0	12	5	9	0	Fog	1	0	0	0	0	0
1/17/03	0	0	0	0	0	8.93333	50	44	37	93	78	59	10	10	10	14	10	9	0		0	0	0	0	0	0
1/18/03	0	0	0	0	0	8.96667	48	42	36	97	85	66	10	10	9	12	8	9	0		0	0	0	0	0	0
1/19/03	1	1	0	0	0	9.00000	46	44	41	97	86	73	10	10	7	10	7	9	0		0	0	0	0	0	0
1/20/03	0	0	0	0	0	9.05000	46	42	37	100	95	86	10	6	0	9	3	9	0	Fog	1	0	0	0	0	0
1/21/03	2	2	0	0	0	9.08333	44	42	41	100	98	93	10	3	1	12	4	31	0.55	Rain	0	1	0	0	0	0
1/22/03	0	0	0	0	0	9.11667	51	47	43	100	91	73	10	7	2	21	9	32	0.81	Rain-Thunderstorm	0	1	0	1	0	0
1/23/03	0	0	0	0	0	9.16667	54	50	46	96	84	66	10	8	3	24	14	9	0.76	Rain	0	1	0	0	0	0
1/24/03	3	1	2	0	0	9.20000	51	48	46	100	96	86	10	9	4	14	6	9	0.42	Rain	0	1	0	0	0	0
1/25/03	1	1	0	0	0	9.25000	55	50	46	100	97	88	10	7	2	10	6	31	0.46	Rain	0	1	0	0	0	0
1/26/03	1	0	1	0	0	9.28333	57	52	48	100	75	17	10	8	2	22	13	9	0.72	Rain	0	1	0	0	0	0
1/27/03	1	1	0	0	0	9.33333	50	48	45	100	92	58	10	9	5	14	7	9	0.14	Rain	0	1	0	0	0	0
1/28/03	0	0	0	0	0	9.38333	51	46	39	100	91	68	10	10	6	7	4	9	0.01		0	0	0	0	0	0
1/29/03	1	1	0	0	0	9.43333	48	44	41	100	96	74	10	8	2	13	7	24	0.41	Rain	0	1	0	0	0	0
1/30/03	0	0	0	0	0	9.46667	54	51	48	100	99	89	10	6	1	16	7	25	0.52	Rain	0	1	0	0	0	0
1/31/03	0	0	0	0	0	9.51667	53	50	46	100	94	86	10	9	2	20	14	21	0.11	Rain	0	1	0	0	0	0
2/1/03	1	0	1	0	0	9.56667	48	45	42	100	91	76	10	10	10	15	9	9	0.01	Rain	0	1	0	0	0	0
2/2/03	1	1	0	0	0	9.61667	48	46	43	100	93	76	10	10	8	10	4	9	0.01	Rain	0	1	0	0	0	0
2/3/03	0	0	0	0	0	9.66667	46	42	39	100	89	71	10	9	2	10	5	9	0.07	Rain	0	1	0	0	0	0
2/4/03	0	0	0	0	0	9.71667	44	40	35	100	90	73	10	10	7	8	4	9	0		0	0	0	0	0	0
2/5/03	0	0	0	0	0	9.76667	45	39	33	100	92	71	10	8	0	13	4	9	0	Fog	1	0	0	0	0	0
2/6/03	0	0	0	0	0	9.81667	46	37	28	100	97	77	10	4	0	10	4	9	0	Fog	1	0	0	0	0	0
2/7/03	0	0	0	0	0	9.86667	43	36	30	100	96	81	9	3	0	10	4	9	0	Fog	1	0	0	0	0	0
2/8/03	0	0	0	0	0	9.91667	39	36	33	100	97	86	8	3	0	8	5	9	0	Fog	1	0	0	0	0	0
2/9/03	0	0	0	0	0	9.96667	39	36	32	100	98	86	10	3	0	13	4	9	0.01	Fog-Rain	1	1	0	0	0	0
2/10/03	1	1	0	0	0	10.01667	42	38	33	100	95	76	10	4	0	10	4	9	0	Fog	1	0	0	0	0	0
2/11/03	1	1	0	0	0	10.06667	50	40	30	100	88	57	10	6	0	17	8	9	0	Fog	1	0	0	0	0	0
2/12/03	0	0	0	0	0	10.11667	51	40	30	100	91	61	10	6	0	9	2	9	0	Fog	1	0	0	0	0	0
2/13/03	2	2	0	0	0	10.18333	48	42	37	97	86	74	10	10	9	12	6	9	0		0	0	0	0	0	0
2/14/03	0	0	0	0	0	10.23333	51	46	42	93	85	74	10	10	9	10	6	20	0		0	0	0	0	0	0
2/15/03	0	0	0	0	0	10.28333	51	45	39	100	88	73	10	9	5	14	5	22	0.33	Rain	0	1	0	0	0	0
2/16/03	0	0	0	0	0	10.33333	48	45	42	100	92	77	10	9	4	16	8	23	0.71	Rain	0	1	0	0	0	0
2/17/03	1	1	0	0	0	10.38333	48	44	39	100	88	71	10	10	5	17	11	9	0.04	Rain	0	1	0	0	0	0
2/18/03	0	0	0	0	0	10.45000	48	42	37	100	90	71	10	7	0	10	3	23	0.01	Fog-Rain	1	1	0	0	0	0
2/19/03	0	0	0	0	0	10.50000	46	44	42	96	90	79	10	10	6	16	8	31	0.05	Rain	0	1	0	0	0	0
2/20/03	0	0	0	0	0	10.55000	50	46	42	100	89	80	10	9	2	23	16	25	0.04	Rain	0	1	0	0	0	0
2/21/03	0	0	0	0	0	10.61667	50	46	41	100	95	83	10	7	0	18	13	9	0.38	Fog-Rain-Hail-Thunderstorm	1	1	0	1	1	0
2/22/03	0	0	0	0	0	10.66667	48	44	39	96	84	61	10	10	7	12	6	26	0.01	Rain	0	1	0	0	0	0
2/23/03	0	0	0	0	0	10.71667	46	40	35	100	67	30	10	10	7	21	7	20	0		0	0	0	0	0	0
2/24/03	0	0	0	0	0	10.78333	46	38	30	66	35	25	10	10	10	16	11	9	0		0	0	0	0	0	0
2/25/03	0	0	0	0	0	10.83333	48	37	26	81	50	26	10	10	10	8	5	9	0		0	0	0	0	0	0
2/26/03	0	0	0	0	0	10.88333	46	40	33	78	56	41	10	10	10	8	2	9	0		0	0	0	0	0	0
2/27/03	0	0	0	0	0	10.95000	48	41	34	79	64	46	10	10	10	9	4	9	0		0	0	0	0	0	0
2/28/03	0	0	0	0	0	11.00000	45	42	39	100	90	67	10	10	6	12	7	9	0.07	Rain	0	1	0	0	0	0
3/1/03	0	0	0	0	0	11.06667	51	43	35	100	84	59	10	9	3	9	5	9	0		0	0	0	0	0	0
3/2/03	1	1	0	0	0	11.11667	43	40	37	100	96	89	10	8	2	12	5	9	0.23	Rain	0	1	0	0	0	0
3/3/03	0	0	0	0	0	11.16667	46	42	39	97	84	68	10	9	6	10	6	9	0		0	0	0	0	0	0
3/4/03	0	0	0	0	0	11.23333	48	42	37	93	82	56	10	10	10	12	6	36	0		0	0	0	0	0	0
3/5/03	0	0	0	0	0	11.28333	46	44	39	93	83	68	10	10	9	28	17	32	0		0	0	0	0	0	0
3/6/03	0	0	0	0	0	11.35000	46	42	39	89	82	71	10	10	10	23	16	21	0		0	0	0	0	0	0
3/7/03	0	0	0	0	0	11.40000	44	40	35	100	89	68	10	9	2	15	9	9	0.32	Rain-Snow-Hail	0	1	1	0	1	0
3/8/03	2	2	0	0	0	11.46667	42	40	37	100	92	76	10	8	3	9	3	20	0.13	Rain	0	1	0	0	0	0
3/9/03	0	0	0	0	0	11.51667	52	47	42	100	95	86	10	8	3	15	11	20	0.83	Rain	0	1	0	0	0	0
3/10/03	0	0	0	0	0	11.56667	51	50	46	100	93	86	10	9	3	15	11	26	0.08	Rain	0	1	0	0	0	0
3/11/03	0	0	0	0	0	11.63333	50	47	44	100	96	83	10	5	2	20	11	24	0.87	Rain	0	1	0	0	0	0
3/12/03	1	1	0	0	0	11.68333	55	50	46	100	95	83	10	9	3	17	9	31	0.98	Rain	0	1	0	0	0	0
3/13/03	2	2	0	0	0	11.75000	59	54	50	96	77	64	10	10	8	22	15	30	0.22	Rain	0	1	0	0	0	0
3/14/03	0	0	0	0	0	11.80000	57	52	46	97	70	47	10	10	10	22	11	23	0.06	Rain	0	1	0	0	0	0
3/15/03	1	1	0	0	0	11.86667	57	50	44	100	75	45	10	10	9	16	10	9	0.09	Rain	0	1	0	0	0	0
3/16/03	0	0	0	0	0	11.91667	52	47	39	97	87	63	10	10	10	13	7	17	0.11	Rain	0	1	0	0	0	0
3/17/03	0	0	0	0	0	11.98333	53	45	37	97	80	55	10	10	10	14	9	9	0		0	0	0	0	0	0
3/18/03	0	0	0	0	0	12.03333	51	45	39	97	82	63	10	9	5	14	8	9	0.12	Rain	0	1	0	0	0	0
3/19/03	1	1	0	0	0	12.10000	51	46	42	100	86	54	10	9	5	9	6	26	0.24	Rain	0	1	0	0	0	0
3/20/03	1	0	1	0	0	12.15000	50	47	44	100	89	71	10	10	10	20	8	22	0.1	Rain	0	1	0	0	0	0
3/21/03	0	0	0	0	0	12.21667	50	46	42	100	93	77	10	8	3	16	10	25	0.82	Rain	0	1	0	0	0	0
3/22/03	3	2	1	0	0	12.26667	52	46	41	97	84	61	10	10	6	20	13	25	0.55	Rain	0	1	0	0	0	0
3/23/03	0	0	0	0	0	12.31667	48	44	39	89	83	71	10	10	3	21	11	9	0.04	Rain	0	1	0	0	0	0
3/24/03	0	0	0	0	0	12.38333	48	42	35	100	77	50	10	10	0	10	5	9	0.02	Fog-Rain	1	1	0	0	0	0
3/25/03	1	1	0	0	0	12.43333	55	49	43	93	82	59	10	10	10	14	7	26	0.05	Rain	0	1	0	0	0	0
3/26/03	1	0	1	0	0	12.50000	51	46	41	100	80	58	10	10	6	21	13	9	0.12	Rain-Thunderstorm	0	1	0	1	0	0
3/27/03	0	0	0	0	0	12.55000	53	48	42	89	75	54	10	10	10	15	10	9	0		0	0	0	0	0	0
3/28/03	1	1	0	0	0	12.61667	53	48	42	97	77	50	10	10	10	7	3	9	0		0	0	0	0	0	0
3/29/03	1	1	0	0	0	12.66667	64	54	45	90	66	39	10	10	10	9	4	18	0		0	0	0	0	0	0
3/30/03	0	0	0	0	0	12.73333	64	56	48	100	79	58	10	10	6	14	7	25	0.18	Rain	0	1	0	0	0	0
3/31/03	1	1	0	0	0	12.78333	55	50	46	100	84	57	10	10	10	16	10	26	0.09	Rain	0	1	0	0	0	0
4/1/03	0	0	0	0	0	12.83333	48	42	37	100	85	56	10	10	4	17	7	29	0.17	Rain	0	1	0	0	0	0
4/2/03	0	0	0	0	0	12.90000	48	42	35	100	82	50	10	10	8	24	8	32	0.11	Rain	0	1	0	0	0	0
4/3/03	0	0	0	0	0	12.95000	46	42	37	100	90	63	10	9	4	21	12	9	0.25	Rain-Snow	0	1	1	0	0	0
4/4/03	0	0	0	0	0	13.01667	48	42	37	100	82	48	10	10	10	10	3	20	0	Rain	0	1	0	0	0	0
4/5/03	0	0	0	0	0	13.06667	45	41	37	100	87	76	10	10	9	16	10	9	0.16	Rain	0	1	0	0	0	0
4/6/03	1	1	0	0	0	13.13333	51	45	39	97	83	59	10	10	10	13	9	22	0	Rain	0	1	0	0	0	0
4/7/03	0	0	0	0	0	13.18333	53	48	44	93	85	76	10	10	5	15	9	26	0.24	Rain	0	1	0	0	0	0
4/8/03	1	0	0	1	0	13.23333	64	56	45	100	80	46	10	9	5	18	8	22	0.29	Rain	0	1	0	0	0	0
4/9/03	2	1	0	1	0	13.30000	55	48	42	97	72	47	10	10	9	18	11	9	0.03	Rain	0	1	0	0	0	0
4/10/03	0	0	0	0	0	13.35000	60	52	44	97	77	66	10	10	10	9	4	9	0.02	Rain	0	1	0	0	0	0
4/11/03	0	0	0	0	0	13.40000	59	52	46	97	78	53	10	10	10	10	4	9	0.04	Rain	0	1	0	0	0	0
4/12/03	0	0	0	0	0	13.46667	54	50	46	100	91	80	10	9	5	13	7	28	0.06	Rain	0	1	0	0	0	0
4/13/03	1	1	0	0	0	13.51667	55	50	44	100	92	69	10	8	2	18	10	18	0.7	Rain	0	1	0	0	0	0
4/14/03	0	0	0	0	0	13.56667	55	49	43	93	68	45	10	10	10	13	8	9	0	Rain	0	1	0	0	0	0
4/15/03	0	0	0	0	0	13.63333	55	50	46	89	75	53	10	10	10	13	9	9	0	Rain	0	1	0	0	0	0
4/16/03	1	1	0	0	0	13.68333	57	51	45	93	77	53	10	10	10	10	7	24	0	Rain	0	1	0	0	0	0
4/17/03	2	2	0	0	0	13.73333	54	48	44	96	81	56	10	10	10	17	10	9	0.02	Rain	0	1	0	0	0	0
4/18/03	0	0	0	0	0	13.80000	55	48	41	96	73	43	10	10	10	12	8	9	0		0	0	0	0	0	0
4/19/03	0	0	0	0	0	13.85000	59	50	43	89	65	44	10	10	10	8	5	9	0	Rain	0	1	0	0	0	0
4/20/03	0	0	0	0	0	13.90000	59	52	46	96	73	53	10	10	10	8	4	9	0.01	Rain	0	1	0	0	0	0
4/21/03	0	0	0	0	0	13.95000	50	48	46	100	94	86	10	8	4	10	6	9	0.2	Rain	0	1	0	0	0	0
4/22/03	1	1	0	0	0	14.01667	57	50	44	100	88	51	10	7	2	14	4	9	0.02	Rain	0	1	0	0	0	0
4/23/03	2	2	0	0	0	14.06667	51	46	41	100	91	76	10	9	5	9	5	9	0.21	Rain	0	1	0	0	0	0
4/24/03	1	1	0	0	0	14.11667	50	45	41	100	89	71	10	10	6	10	6	23	0.17	Rain	0	1	0	0	0	0
4/25/03	0	0	0	0	0	14.16667	57	49	41	100	75	47	10	10	10	18	6	9	0		0	0	0	0	0	0
4/26/03	1	1	0	0	0	14.21667	54	49	44	96	80	57	10	10	10	13	7	9	0.01	Rain	0	1	0	0	0	0
4/27/03	0	0	0	0	0	14.26667	62	52	42	97	68	41	10	10	10	16	6	22	0		0	0	0	0	0	0
4/28/03	2	2	0	0	0	14.31667	66	56	46	93	62	36	10	10	10	17	14	9	0		0	0	0	0	0	0
4/29/03	1	1	0	0	0	14.38333	57	54	50	96	78	62	10	10	10	14	6	9	0.02	Rain	0	1	0	0	0	0
4/30/03	0	0	0	0	0	14.43333	62	53	46	96	77	57	10	10	10	12	6	9	0		0	0	0	0	0	0
5/1/03	1	1	0	0	0	14.48333	66	56	48	96	75	48	10	10	10	8	4	9	0		0	0	0	0	0	0
5/2/03	0	0	0	0	0	14.53333	60	53	46	100	85	55	10	8	2	9	5	9	0		0	0	0	0	0	0
5/3/03	0	0	0	0	0	14.58333	52	49	46	87	79	69	10	10	10	15	9	26	0.01	Rain	0	1	0	0	0	0
5/4/03	1	0	1	0	0	14.63333	53	49	45	96	89	74	10	9	5	17	7	17	0.24	Rain	0	1	0	0	0	0
5/5/03	0	0	0	0	0	14.66667	54	48	41	100	77	55	10	10	10	14	7	16	0.09	Rain	0	1	0	0	0	0
5/6/03	1	1	0	0	0	14.71667	57	48	42	97	70	38	10	10	10	10	6	9	0.03	Rain	0	1	0	0	0	0
5/7/03	0	0	0	0	0	14.76667	57	47	39	89	73	45	10	10	10	14	8	9	0		0	0	0	0	0	0
5/8/03	1	0	1	0	0	14.81667	60	50	42	89	74	46	10	10	10	12	3	9	0		0	0	0	0	0	0
5/9/03	2	2	0	0	0	14.86667	62	52	43	97	77	52	10	10	10	12	4	9	0		0	0	0	0	0	0
5/10/03	0	0	0	0	0	14.91667	62	54	48	96	80	58	10	10	10	7	4	9	0		0	0	0	0	0	0
5/11/03	0	0	0	0	0	14.95000	63	54	46	97	80	52	10	10	7	8	4	9	0		0	0	0	0	0	0
5/12/03	1	1	0	0	0	15.00000	64	56	48	100	83	56	10	10	8	9	4	9	0		0	0	0	0	0	0
5/13/03	0	0	0	0	0	15.05000	68	58	48	86	66	37	10	10	10	10	6	21	0		0	0	0	0	0	0
5/14/03	1	0	1	0	0	15.08333	57	52	46	90	76	66	10	10	10	17	11	23	0	Rain	0	1	0	0	0	0
5/15/03	1	0	1	0	0	15.13333	54	48	42	89	78	57	10	10	8	18	10	23	0.02	Rain	0	1	0	0	0	0
5/16/03	1	1	0	0	0	15.16667	55	46	39	100	77	51	10	9	3	18	12	9	0.35	Rain-Thunderstorm	0	1	0	1	0	0
